ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,id
566.4865900383144,114.02935702974627,22.56955494656806,31.856307449613922,0.4099099099099099,0.10810810810810811,38.00000000000637,22.422361292570983,135.45370082265336,9541.619503792892,0.16553524308596118,0
710.2222222222222,75.013862093435,45.981553182815404,66.92039902619632,0.6116504854368932,0.3446601941747573,45.0,47.2770965384139,93.2688995018692,13852.798663109945,0.5068902580700699,0
735.5884955752213,73.24829666957083,41.880818579549995,64.18593399821377,0.6682464454976303,0.3791469194312796,51.00000000000591,45.2978817720531,88.7520481868797,12630.081440434891,0.5103868890627983,0
708.8071748878926,73.50796023274806,41.849962664261,64.07881865328042,0.7,0.35,38.99999999998727,45.238805106899086,92.01305063685236,13077.069377130048,0.49165639867156397,0
746.2680412371137,80.09466248145922,45.86449827925798,75.1888158218448,0.7592592592592593,0.5,60.99999999999454,53.097157254602735,91.82678703544748,15317.593210381281,0.578231679108035,0
727.7232142857143,82.80918360706355,38.34265884400709,56.36961930492919,0.6359223300970874,0.30097087378640774,64.00000000000091,39.720606150042826,103.374699718084,12899.711606852547,0.3842391441848536,0
680.7736625514403,76.48756727935677,36.3403193979214,52.49052599421107,0.5659574468085107,0.2765957446808511,49.00000000000091,37.1143771888333,99.47987660225759,11599.179991484649,0.3730842704723563,0
650.7366255144033,66.16568379507363,30.117260872614978,41.37138033847995,0.4711111111111111,0.16444444444444445,31.99999999999818,29.226418625603774,80.57726297561844,7398.4030080392495,0.3627129731925405,0
650.9000000000001,69.97557907346426,30.081373206531655,42.61315851399496,0.4931506849315068,0.182648401826484,27.500000000013642,30.073400125918088,80.013895631252,7559.582668955214,0.37585221777618283,0
651.8125000000001,53.71274144697889,29.567673391585195,41.10299784121842,0.46887966804979253,0.14107883817427386,29.50000000000273,29.0630875298121,63.22739898469271,5772.938607107744,0.459659704439973,0
689.7863247863245,81.23210693810636,38.68855194888622,56.228057676270545,0.5990783410138248,0.31797235023041476,54.00000000000091,39.733849037948936,102.21732594804828,12759.54022972911,0.3887193161181263,0
565.8260869565217,96.90948361807993,16.585821118016852,22.447782821171245,0.21940928270042195,0.03375527426160337,29.000000000005457,15.8569543849959,100.11967504682455,4987.570883492573,0.15838000250779707,0
686.9565217391303,67.75608782761947,30.70210752436894,42.060254880949294,0.44308943089430897,0.18699186991869918,45.99999999999454,29.722478676039724,90.54145408481688,8454.391632623567,0.328274810433202,0
650.9953917050696,77.2941295781439,37.32215158844165,51.77297422608586,0.5161290322580645,0.23655913978494625,46.00000000001273,36.59376285886799,95.85399753083198,11019.634032643513,0.3817656415122113,0
549.252525252525,160.1668538727088,27.046153146056415,39.977593724485565,0.52,0.184,99.49999999999704,28.174051039919924,204.91102334427978,18136.959864986908,0.13749407220803098,0
626.83203125,64.82541991957348,28.084018604554654,40.43946353465281,0.5021097046413502,0.17721518987341772,29.49999999998454,28.591609302162727,69.39405383573526,6233.195264375126,0.4120181445206066,0
663.3772727272727,93.62409573209715,34.56855910720287,49.80738857121716,0.5683060109289617,0.2568306010928962,59.500000000007276,35.01162491493706,110.31689428117885,12134.004917846887,0.31737319241147627,0
650.8206278026903,91.86646638595933,34.8940376588076,50.838908275005444,0.5459459459459459,0.2594594594594595,40.0,35.926935432267676,89.70850986471415,10125.201828552743,0.4004852548152641,0
644.5530973451329,70.65082601123764,32.81372637647568,48.45752070763878,0.6060606060606061,0.24242424242424243,33.50000000000364,34.2173346002305,83.53252196781486,8979.489416560185,0.40962889416189857,0
625.3262711864404,81.02630555060942,26.82077601208463,39.79443447173653,0.5422885572139303,0.17412935323383086,30.999999999996817,28.118717708796225,84.91161960521995,7500.88503533715,0.3311527661294029,0
655.5065502183409,76.16344296597259,36.06154102677152,48.73392167629557,0.47317073170731705,0.2048780487804878,34.00000000000546,34.293892009355865,84.04883895076043,9055.206676254027,0.40802338780011893,0
699.7632850241546,94.02459851251973,33.968226220424896,49.877349568716156,0.5738636363636364,0.25,73.00000000000409,34.714477912769425,122.47288001999712,13356.739054949132,0.2834462446469889,0
614.2357414448669,64.09959527316914,18.812032372484133,25.72422082765583,0.2892561983471074,0.049586776859504134,32.00000000001182,18.189035006496376,60.57272727836514,3461.2794158362726,0.30028423390790565,0
603.3539325842698,137.20387320193817,34.60292468411217,53.89391937366126,0.6181818181818182,0.3090909090909091,46.49999999999977,38.09887365203593,149.9925327342436,17952.77747072944,0.25400513583925816,0
514.0177777777776,122.54399534478199,11.702011116207537,17.378147196983136,0.17880794701986755,0.006622516556291391,28.000000000010914,12.288116499843639,133.0149144177738,5134.941877484073,0.09238149386202715,0
590.6554307116105,80.22809943325494,18.43590812337043,24.069863591914157,0.24166666666666667,0.041666666666666664,18.000000000010914,17.019954587679642,78.13687154246992,4177.960104287573,0.21782231936978363,0
631.5827067669173,33.581271658578366,16.47250409025469,24.114677005069314,0.2901960784313726,0.0392156862745098,15.000000000002274,17.043250949333302,35.145378962781145,1881.7873379724167,0.48493575691364876,0
625.356557377049,54.438790244000366,27.2222045843456,36.67979334482358,0.4072398190045249,0.13122171945701358,29.999999999998295,25.870742657459864,66.52762215910856,5407.054782763661,0.3888721980110302,0
612.6153846153844,83.16433079848511,29.027452295499003,38.029679485096096,0.33043478260869563,0.1391304347826087,24.000000000006594,26.882767440410635,81.15638483583453,6854.038515745313,0.33124648781226357,0
591.4842519685039,97.23401913121224,22.241518117285914,31.39432570761654,0.3778801843317972,0.09216589861751152,35.50000000000409,22.0921649373541,96.46686530759885,6695.242566655541,0.2290129866551584,0
640.4274193548387,57.02965744964778,32.94532969311727,42.76655204208384,0.3832599118942731,0.14977973568281938,26.49999999999295,30.128720789539827,69.23557304802011,6553.297084411484,0.43516243837027646,0
663.4260089686098,65.74173306987966,37.531332035135414,56.74261148672415,0.6510416666666666,0.3177083333333333,30.0,39.95132112150102,76.47017951131129,9597.8316429394,0.5224431455086556,0
681.6437768240339,63.93610791054154,37.8673134545648,56.424268831837786,0.6179245283018868,0.30660377358490565,33.00000000000182,39.76386109699835,71.88117364016419,8979.52947168708,0.5531888126375828,0
642.619834710744,52.43189304456927,21.86064621399406,31.924183440959247,0.42790697674418604,0.09767441860465116,24.000000000005457,22.57379796991044,51.68257675328681,3665.208329468772,0.4367777186820476,0
690.6309012875537,61.14031766561322,38.46195144970722,59.016352873946154,0.6542056074766355,0.3598130841121495,37.000000000025466,41.68452607321875,65.93693811726617,8634.824538721341,0.6321877730974482,0
636.2762645914397,62.006256280743834,26.152427011636764,34.23485373247574,0.3445378151260504,0.1092436974789916,31.000000000003638,24.20152383819372,76.28098898426805,5799.74500772438,0.31726809209546253,0
628.7158671586716,44.117133661997705,24.440830754159247,31.191535348465464,0.30268199233716475,0.09195402298850575,21.000000000012733,22.053019795371856,52.993021945545394,3671.4416130541135,0.416149503948522,0
654.1311475409834,62.83056200316863,34.44942926110902,46.45210658601004,0.4484304932735426,0.18834080717488788,28.00000000000864,32.80009982136863,74.90438917678507,7718.489273181443,0.4378928949538018,0
690.8356807511738,78.32049386813084,35.8005779192206,49.3469721048217,0.46774193548387094,0.21505376344086022,41.999999999989086,34.06443657839413,99.4499487308987,10642.793762654925,0.3425284478584195,0
693.0695652173913,70.82804918946218,41.23913480331556,59.66200653618331,0.583732057416268,0.31100478468899523,32.000000000007276,42.1870565374233,84.48724909007353,11197.479276519565,0.49933045508970053,0
746.774193548387,66.79452186543007,31.812067318618922,49.729267036627355,0.6496815286624203,0.2929936305732484,39.00000000000318,35.16358784103879,71.68381627679119,7918.88747361876,0.4905373300057349,1
846.2847682119208,70.95678915320971,41.44746140453372,68.72661389612642,0.788135593220339,0.4322033898305085,42.999999999992724,48.596492783818626,76.54507157160235,11686.16552524682,0.6348742222856261,1
850.407894736842,71.44065951830252,42.25909136398183,72.02065530051783,0.7815126050420168,0.48739495798319327,43.49999999999454,50.872451138773606,67.72931321557415,10824.533973891534,0.7511142328706744,1
854.7195767195767,59.946013523727856,27.49750787190477,48.26246153451042,0.7182320441988951,0.30939226519337015,36.99999999999818,34.097560486738004,75.59937720891797,8098.254088320774,0.4510296479362496,1
855.1111111111109,67.4384166130359,30.938805245749965,48.24351214503871,0.6740331491712708,0.26519337016574585,39.99999999998181,34.103820485635026,83.23021050399353,8917.310712652172,0.40975290437357076,1
776.9144385026736,54.749337945160455,34.03613041274515,51.72289130578412,0.6467065868263473,0.25149700598802394,27.999999999999545,36.5641902985858,65.27370914044774,7497.977367651761,0.5601671910494865,1
730.0227272727271,123.2027594578003,22.805978897744982,35.41510595395591,0.5,0.14864864864864866,28.999999999987267,25.03733151357725,129.05746882421593,10151.285811428877,0.19400141457663025,1
468.8101265822781,155.51743570688416,16.997094589660122,36.13308733003838,0.7142857142857143,0.17142857142857143,63.00000000000182,25.523066798008447,187.2659355361912,15015.559331141952,0.13629316364948732,1
708.3065693430657,137.32281547606897,33.114118650657055,49.483191155144155,0.5747126436781609,0.22988505747126436,42.000000000007276,34.94207879323126,148.50568929930222,16302.03057451749,0.23529117946995343,1
751.8930817610064,120.54851530953357,28.685092925602742,40.69198199122191,0.4715447154471545,0.13821138211382114,38.00000000000182,28.4759738955259,123.77465403369914,11072.869458902938,0.23006304576519337,1
770.1984126984129,131.03083484439813,25.08550683285531,37.75352396040189,0.38571428571428573,0.12857142857142856,30.0,25.677316679060496,118.09848406637441,9526.72947436622,0.21742291513775214,1
728.6170212765958,56.47795773818433,21.81300443621722,32.9052818823594,0.46320346320346323,0.17316017316017315,32.999999999992724,23.247048697405347,75.90462080585264,5543.523757263686,0.30626658101443116,1
758.168,141.22865069099805,28.624682360100806,47.391497370187594,0.6206896551724138,0.21839080459770116,40.0,33.41599540405707,118.10166175900794,12398.24698461244,0.28294263523780044,1
